gene,target_ensg,condition,n_downstream_Rest,n_downstream_Stim8hr,n_downstream_Stim48hr,n_total_de_Rest,n_total_de_Stim8hr,n_total_de_Stim48hr,n_sig_markers_Rest,n_sig_markers_Stim8hr,n_sig_markers_Stim48hr,stim_max_downstream,class,context_specificity_score,present_conditions,prog_zscore_at_op,top_sig_marker_at_op,therapeutic_direction
ENKD1,ENSG00000124074,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
ENOSF1,ENSG00000132199,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
ENTREP3,ENSG00000160767,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
EOMES,ENSG00000163508,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
EPM2A,ENSG00000112425,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
EPS15,ENSG00000085832,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
ERAL1,ENSG00000132591,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
ERCC5,ENSG00000134899,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
ERI2,ENSG00000196678,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
ERI3,ENSG00000117419,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
ERO1B,ENSG00000086619,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
ETAA1,ENSG00000143971,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
EVI5L,ENSG00000142459,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
EXD3,ENSG00000187609,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
EZH1,ENSG00000108799,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
EZR,ENSG00000092820,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
F11R,ENSG00000158769,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
FAM117A,ENSG00000121104,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
FAM120B,ENSG00000112584,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FAM168A,ENSG00000054965,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FAM193B,ENSG00000146067,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
FAM199X,ENSG00000123575,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
FAM83D,ENSG00000101447,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
FAR2,ENSG00000064763,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
FARP2,ENSG00000006607,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
FASTKD2,ENSG00000118246,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
FBXO22,ENSG00000167196,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FBXO4,ENSG00000151876,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
FBXO43,ENSG00000156509,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FBXW2,ENSG00000119402,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
FBXW4,ENSG00000107829,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FBXW5,ENSG00000159069,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
FCHSD1,ENSG00000197948,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FCSK,ENSG00000157353,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FER,ENSG00000151422,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
FGGY,ENSG00000172456,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
FKBP7,ENSG00000079150,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
FLNB,ENSG00000136068,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FOXJ2,ENSG00000065970,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
FOXJ3,ENSG00000198815,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
FRMD6,ENSG00000139926,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FTH1,ENSG00000167996,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
FTL,ENSG00000087086,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
FUT11,ENSG00000196968,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
FYCO1,ENSG00000163820,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
GABARAP,ENSG00000170296,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
GAS8,ENSG00000141013,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
GATAD2A,ENSG00000167491,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GBP4,ENSG00000162654,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GCHFR,ENSG00000137880,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GFI1,ENSG00000162676,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
GFOD1,ENSG00000145990,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
GIMAP6,ENSG00000133561,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
GLCE,ENSG00000138604,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
GLMP,ENSG00000198715,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
GMDS,ENSG00000112699,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
GMPR,ENSG00000137198,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
GNB2,ENSG00000172354,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GNG8,ENSG00000167414,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
GOLGA1,ENSG00000136935,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GOLM2,ENSG00000166734,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GOLPH3L,ENSG00000143457,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
GORAB,ENSG00000120370,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
GP5,ENSG00000178732,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
GPAM,ENSG00000119927,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
GPHN,ENSG00000171723,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
GPR18,ENSG00000125245,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GPR68,ENSG00000119714,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
GRK5,ENSG00000198873,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GSAP,ENSG00000186088,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
GSKIP,ENSG00000100744,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
GSTZ1,ENSG00000100577,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
GTPBP8,ENSG00000163607,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
GUSB,ENSG00000169919,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
GVQW3,ENSG00000179240,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
H1-1,ENSG00000124610,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
H2AC25,ENSG00000181218,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
H2BC8,ENSG00000273802,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
H3-3B,ENSG00000132475,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
H3C10,ENSG00000278828,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
H4C3,ENSG00000197061,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
HACL1,ENSG00000131373,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
HAGH,ENSG00000063854,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
HAVCR2,ENSG00000135077,Stim48hr,0,0,0,0,0,1,0,0,1,0,weak,0.0,Stim48hr,-11.399,HAVCR2-,none
HCST,ENSG00000126264,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
HDAC4,ENSG00000068024,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
HELB,ENSG00000127311,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
HERPUD1,ENSG00000051108,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
HIGD2A,ENSG00000146066,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
HILPDA,ENSG00000135245,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
HINT2,ENSG00000137133,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
HIVEP2,ENSG00000010818,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
HOMER2,ENSG00000103942,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
HPDL,ENSG00000186603,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
HPGDS,ENSG00000163106,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
HSPA4,ENSG00000170606,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
HVCN1,ENSG00000122986,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
HYCC1,ENSG00000122591,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
HYI,ENSG00000178922,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
IDS,ENSG00000010404,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
IFI27L2,ENSG00000119632,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IFI44,ENSG00000137965,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IFIT5,ENSG00000152778,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
IFNG,ENSG00000111537,Stim48hr,0,0,0,0,1,0,0,1,0,0,weak,0.0,Stim8hr,-6.554,IFNG-,none
IFT46,ENSG00000118096,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IFT56,ENSG00000105948,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
IFT88,ENSG00000032742,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
IGF2BP3,ENSG00000136231,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
IGSF8,ENSG00000162729,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IL11RA,ENSG00000137070,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
IL16,ENSG00000172349,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
IL18R1,ENSG00000115604,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IL22,ENSG00000127318,Stim48hr,0,0,0,0,1,0,0,1,0,0,weak,0.0,Stim8hr,-4.914,IL22-,none
IL6ST,ENSG00000134352,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
ILRUN,ENSG00000196821,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
INPP5B,ENSG00000204084,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
INPP5E,ENSG00000148384,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
IPCEF1,ENSG00000074706,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
IRAG2,ENSG00000118308,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IRAK1BP1,ENSG00000146243,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
IRF2BPL,ENSG00000119669,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IRGQ,ENSG00000167378,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
ISOC1,ENSG00000066583,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
ITGA6,ENSG00000091409,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
ITGB1BP2,ENSG00000147166,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
ITM2A,ENSG00000078596,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
ITPRID2,ENSG00000138434,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
IVD,ENSG00000128928,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
IZUMO4,ENSG00000099840,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
JADE1,ENSG00000077684,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
JAGN1,ENSG00000171135,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
JMJD6,ENSG00000070495,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
KAT6B,ENSG00000156650,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
KATNAL1,ENSG00000102781,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
KBTBD6,ENSG00000165572,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
KCNAB2,ENSG00000069424,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
KCNQ5,ENSG00000185760,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
KCTD13,ENSG00000174943,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
KDM2B,ENSG00000089094,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
KDM5B,ENSG00000117139,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
KDM7A,ENSG00000006459,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
KIAA0930,ENSG00000100364,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
KIF13B,ENSG00000197892,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
KIF22,ENSG00000079616,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
KIF2C,ENSG00000142945,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
KIF3A,ENSG00000131437,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
KIF3C,ENSG00000084731,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
KLC1,ENSG00000126214,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
KLC2,ENSG00000174996,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
KLF12,ENSG00000118922,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
KLF8,ENSG00000102349,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
KLHDC1,ENSG00000197776,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
KLHL22,ENSG00000099910,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
KPTN,ENSG00000118162,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
L3MBTL1,ENSG00000185513,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
LAMB3,ENSG00000196878,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
LAMP2,ENSG00000005893,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
LAPTM5,ENSG00000162511,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LARP1B,ENSG00000138709,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LAX1,ENSG00000122188,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LBHD1,ENSG00000162194,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
LEMD2,ENSG00000161904,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LENG9,ENSG00000275183,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
LGALS3,ENSG00000131981,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LGALS9,ENSG00000168961,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
LINC02694,ENSG00000175779,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
LITAF,ENSG00000189067,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
LLPH,ENSG00000139233,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LPCAT1,ENSG00000153395,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LRCH1,ENSG00000136141,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LRP12,ENSG00000147650,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
LRPAP1,ENSG00000163956,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
LRRC28,ENSG00000168904,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
LRRCC1,ENSG00000133739,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
LUC7L,ENSG00000007392,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
LYRM9,ENSG00000232859,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
LYSMD2,ENSG00000140280,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
LZTFL1,ENSG00000163818,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
MACIR,ENSG00000181751,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
MAGT1,ENSG00000102158,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MAP1LC3A,ENSG00000101460,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MAP3K3,ENSG00000198909,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MAPK13,ENSG00000156711,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MAPK8,ENSG00000107643,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
MAPK8IP3,ENSG00000138834,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MAPK9,ENSG00000050748,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
MARCKSL1,ENSG00000175130,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MAZ,ENSG00000103495,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MBD4,ENSG00000129071,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MBD6,ENSG00000166987,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MBNL1,ENSG00000152601,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
MDFIC,ENSG00000135272,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MDM1,ENSG00000111554,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
MEF2A,ENSG00000068305,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
METTL9,ENSG00000197006,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MFSD14B,ENSG00000148110,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MGAT5,ENSG00000152127,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MICA,ENSG00000204520,Stim48hr,0,0,0,1,0,0,0,0,0,0,weak,0.0,Rest,,,none
MICU1,ENSG00000107745,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MIF,ENSG00000240972,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MLLT11,ENSG00000213190,Stim48hr,0,0,0,1,0,1,0,0,0,0,weak,0.0,"Rest,Stim48hr",,,none
MON1B,ENSG00000103111,Stim48hr,0,0,0,1,1,0,0,0,0,0,weak,0.0,"Rest,Stim8hr",,,none
MORN4,ENSG00000171160,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
MPP1,ENSG00000130830,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MPV17,ENSG00000115204,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MPZL3,ENSG00000160588,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
MRM3,ENSG00000171861,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MSANTD3,ENSG00000066697,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MSRA,ENSG00000175806,Stim48hr,0,0,0,0,1,1,0,0,0,0,weak,0.0,"Stim8hr,Stim48hr",,,none
MSRB1,ENSG00000198736,Stim48hr,0,0,0,0,0,1,0,0,0,0,weak,0.0,Stim48hr,,,none
MTERF1,ENSG00000127989,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
MTHFD2L,ENSG00000163738,Stim48hr,0,0,0,0,1,0,0,0,0,0,weak,0.0,Stim8hr,,,none
MTMR12,ENSG00000150712,Stim48hr,0,0,0,1,1,1,0,0,0,0,weak,0.0,"Rest,Stim8hr,Stim48hr",,,none
