gene,ensg,condition,Th1_score,Th2_score,Th17_score,Treg_score,Tfh_score,Th1_vs_Th2,Effector_vs_Treg,z_Th1_vs_Th2,z_Effector_vs_Treg,max_abs_z,primary_axis,shift_label,therapeutic_direction,n_sig_program_markers,ontarget_effect_size,n_downstream
DYRK2,ENSG00000127334,Stim48hr,-0.5632,0.7784,-0.2786,-0.2634,-0.0986,-1.3416,0.2423,-2.0655,0.4925,2.0655,Th1_vs_Th2,→Th2,skew-Th2,0,-14.9778,4
SYNGR3,ENSG00000127561,Stim48hr,0.5706,-0.8763,-0.0534,-0.0152,-1.1054,1.4468,-0.1045,2.0649,-0.1087,2.0649,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-5.3885,17
TOR1AIP2,ENSG00000169905,Stim8hr,0.1627,-0.2466,-1.2706,0.677,-0.55,0.4093,-1.1285,0.3387,-2.0646,2.0646,Effector_vs_Treg,→Treg,suppress-inflammation,0,-21.8638,0
ADCY4,ENSG00000129467,Rest,-0.5483,-0.8912,-0.0028,-1.2909,0.3216,0.3429,0.8101,0.4666,2.0641,2.0641,Effector_vs_Treg,→Effector,boost-immunity,2,-0.301,272
TRIM27,ENSG00000204713,Rest,-0.3364,-0.4442,-0.2929,-1.1679,-0.2924,0.1078,0.81,0.1454,2.0639,2.0639,Effector_vs_Treg,→Effector,boost-immunity,0,-18.3783,3
RAP2A,ENSG00000125249,Stim48hr,-0.2401,-0.3361,-0.053,1.0219,-0.1841,0.096,-1.2316,0.064,-2.063,2.063,Effector_vs_Treg,→Treg,suppress-inflammation,0,-9.8194,6
SLAMF7,ENSG00000026751,Stim8hr,0.96,-0.7692,1.4458,-0.0006,-0.1893,1.7292,0.5461,2.0629,1.0577,2.0629,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),2,-11.9181,107
EIF3H,ENSG00000147677,Stim8hr,-0.5454,-1.8199,-0.4084,-2.0097,0.5207,1.2744,1.0851,1.4688,2.0628,2.0628,Effector_vs_Treg,→Effector,boost-immunity,12,-10.9635,584
VAV1,ENSG00000141968,Rest,-0.8981,-0.0557,0.4605,-0.974,-0.4707,-0.8424,0.8095,-1.1526,2.0627,2.0627,Effector_vs_Treg,→Effector,boost-immunity,3,-15.6356,69
CALCOCO1,ENSG00000012822,Stim8hr,-1.2638,0.1647,-0.9964,-0.2106,-0.4357,-1.4285,-0.4879,-2.0619,-0.8701,2.0619,Th1_vs_Th2,→Th2,skew-Th2,0,-7.8651,2
HDHD5,ENSG00000069998,Stim8hr,0.0018,0.7684,-0.7577,1.1308,0.1497,-0.7666,-1.1266,-1.1973,-2.0611,2.0611,Effector_vs_Treg,→Treg,suppress-inflammation,1,-15.3927,1
LHPP,ENSG00000107902,Stim8hr,0.196,0.0312,-0.8211,0.9279,-0.2539,0.1648,-1.1258,0.0193,-2.0596,2.0596,Effector_vs_Treg,→Treg,suppress-inflammation,0,-5.9473,2
ZNF182,ENSG00000147118,Rest,0.3943,-1.1146,-0.5039,-0.028,0.0301,1.509,-0.3801,2.0595,-0.9085,2.0595,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-9.2979,1
ZBTB7A,ENSG00000178951,Stim48hr,0.9819,-0.4606,0.7671,0.6706,-0.5603,1.4425,-0.2411,2.0585,-0.3456,2.0585,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),3,-5.1009,45
EIF3L,ENSG00000100129,Stim8hr,-0.8747,0.5511,0.4395,-0.4857,0.3663,-1.4258,0.5243,-2.0583,1.0172,2.0583,Th1_vs_Th2,→Th2,skew-Th2,2,-14.0365,197
TRAF3,ENSG00000131323,Stim8hr,-0.3477,0.8176,1.0418,-0.5788,1.4753,-1.1653,1.0827,-1.718,2.0583,2.0583,Effector_vs_Treg,→Effector,boost-immunity,8,-23.2083,1625
ACTR5,ENSG00000101442,Rest,0.2778,-0.404,-0.1494,0.7477,0.1897,0.6818,-0.8395,0.9295,-2.0561,2.0561,Effector_vs_Treg,→Treg,suppress-inflammation,1,-10.6159,331
SEC22C,ENSG00000093183,Stim8hr,-1.1921,0.2318,-0.5645,-0.0167,-0.0239,-1.4239,-0.4916,-2.0558,-0.8771,2.0558,Th1_vs_Th2,→Th2,skew-Th2,0,-13.032,1
TMED9,ENSG00000184840,Rest,1.109,1.3765,0.224,1.7426,0.284,-0.2675,-0.8394,-0.3673,-2.0557,2.0557,Effector_vs_Treg,→Treg,suppress-inflammation,12,-7.0951,1569
SCAPER,ENSG00000140386,Stim48hr,-0.4182,-0.2648,0.4022,-1.2374,-0.1323,-0.1535,1.1439,-0.3056,2.0557,2.0557,Effector_vs_Treg,→Effector,boost-immunity,0,-10.2694,36
GNLY,ENSG00000115523,Stim48hr,-0.0457,-0.4062,-0.1095,-1.3309,-0.5106,0.3606,1.1438,0.4559,2.0555,2.0555,Effector_vs_Treg,→Effector,boost-immunity,0,-6.0371,3
AK3,ENSG00000147853,Stim48hr,-0.2967,-0.4013,1.0038,1.329,-0.7181,0.1046,-1.2271,0.0767,-2.0551,2.0551,Effector_vs_Treg,→Treg,suppress-inflammation,3,-15.0205,57
TOR1AIP2,ENSG00000169905,Rest,-0.3874,-0.3364,-0.1454,0.5493,0.0167,-0.0511,-0.8391,-0.0716,-2.0549,2.0549,Effector_vs_Treg,→Treg,suppress-inflammation,0,-16.3163,1
FLT1,ENSG00000102755,Stim48hr,-0.2542,-0.359,-0.0932,-1.3786,-0.059,0.1048,1.1431,0.0769,2.0543,2.0543,Effector_vs_Treg,→Effector,boost-immunity,0,-9.6087,1
STING1,ENSG00000184584,Stim48hr,-0.9898,0.344,-0.7261,-0.2776,-0.3739,-1.3338,-0.1797,-2.054,-0.2392,2.054,Th1_vs_Th2,→Th2,skew-Th2,0,-26.963,2
MCM8,ENSG00000125885,Stim48hr,-0.6411,-0.8792,0.1777,0.7783,-0.9946,0.2381,-1.2259,0.2745,-2.053,2.053,Effector_vs_Treg,→Treg,suppress-inflammation,3,-13.8155,355
RELA,ENSG00000173039,Stim48hr,0.5256,-0.9131,-0.1397,-0.8528,0.7043,1.4387,0.677,2.0528,1.2462,2.0528,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-6.4141,37
MAPKBP1,ENSG00000137802,Stim8hr,0.0872,-0.5176,-0.3726,-1.3471,0.4589,0.6048,1.0794,0.5941,2.0522,2.0522,Effector_vs_Treg,→Effector,boost-immunity,0,-10.314,1
PPFIBP1,ENSG00000110841,Stim8hr,-0.3507,-0.7502,0.2302,0.8317,-0.3034,0.3996,-1.1219,0.326,-2.0522,2.0522,Effector_vs_Treg,→Treg,suppress-inflammation,0,-6.0785,1
ERN1,ENSG00000178607,Rest,-0.8299,0.301,-0.4844,0.5002,-0.022,-1.1309,-0.838,-1.5468,-2.0522,2.0522,Effector_vs_Treg,→Treg,suppress-inflammation,0,-7.1149,123
PPP4R3A,ENSG00000100796,Stim48hr,-0.7737,0.5589,0.0475,-0.0889,0.6823,-1.3325,0.0331,-2.0521,0.1299,2.0521,Th1_vs_Th2,→Th2,skew-Th2,0,-11.404,1
MTPAP,ENSG00000107951,Stim48hr,0.4224,-1.0151,0.8815,0.386,0.7714,1.4376,-0.2897,2.0512,-0.4299,2.0512,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),4,-5.2158,783
NHEJ1,ENSG00000187736,Stim8hr,-0.4939,0.926,-0.3204,-0.3288,-0.1749,-1.4199,0.366,-2.0506,0.7221,2.0506,Th1_vs_Th2,→Th2,skew-Th2,0,-7.4309,0
AFTPH,ENSG00000119844,Stim8hr,0.7931,-0.9268,-0.0555,-0.1566,-0.5934,1.7199,0.0935,2.0506,0.2139,2.0506,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-8.405,8
RSPH3,ENSG00000130363,Stim8hr,0.1199,-0.1245,-0.3316,-1.1906,0.6323,0.2444,1.0785,0.1233,2.0505,2.0505,Effector_vs_Treg,→Effector,boost-immunity,0,-6.5026,0
MBIP,ENSG00000151332,Stim48hr,0.7644,-0.6725,-0.0911,-0.2779,-0.1159,1.4369,0.2782,2.0502,0.5547,2.0502,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),2,-9.2454,307
TRMO,ENSG00000136932,Stim8hr,-1.2398,0.1798,-0.1221,-0.4516,-0.1504,-1.4195,0.0575,-2.0501,0.1468,2.0501,Th1_vs_Th2,→Th2,skew-Th2,0,-6.8871,6
PGRMC2,ENSG00000164040,Stim8hr,-0.3176,-0.0051,-0.7039,0.778,-0.2411,-0.3124,-1.1202,-0.604,-2.0491,2.0491,Effector_vs_Treg,→Treg,suppress-inflammation,0,-19.2061,0
MLX,ENSG00000108788,Stim48hr,-0.2922,-0.3285,-0.2852,0.9216,-0.3929,0.0363,-1.2235,-0.0245,-2.049,2.049,Effector_vs_Treg,→Treg,suppress-inflammation,0,-15.4871,3
SLC43A1,ENSG00000149150,Stim48hr,-0.5828,-0.1803,0.4858,-1.2322,-0.0843,-0.4025,1.1398,-0.6745,2.0486,2.0486,Effector_vs_Treg,→Effector,boost-immunity,0,-7.6308,0
WDFY2,ENSG00000139668,Stim48hr,-1.228,0.102,-0.1858,-0.29,-0.6429,-1.33,-0.1472,-2.0484,-0.1829,2.0484,Th1_vs_Th2,→Th2,skew-Th2,0,-12.1115,0
TSFM,ENSG00000123297,Stim48hr,-0.7743,0.1979,-0.0374,1.0179,0.7993,-0.9722,-1.2225,-1.5184,-2.0472,2.0472,Effector_vs_Treg,→Treg,suppress-inflammation,3,-12.7608,366
PPT2,ENSG00000221988,Stim8hr,-0.0294,-0.4527,-0.8711,0.6676,-0.0374,0.4233,-1.1187,0.357,-2.0462,2.0462,Effector_vs_Treg,→Treg,suppress-inflammation,0,-4.8143,0
KIFC1,ENSG00000237649,Rest,-0.2076,-1.055,-0.1688,-1.2792,-0.0444,0.8474,0.8021,1.1558,2.0441,2.0441,Effector_vs_Treg,→Effector,boost-immunity,0,-15.1432,3
ASF1A,ENSG00000111875,Stim8hr,-0.3244,0.2025,-0.3994,0.9437,-0.5873,-0.5269,-1.1174,-0.8842,-2.0439,2.0439,Effector_vs_Treg,→Treg,suppress-inflammation,0,-19.5924,1
TMEM234,ENSG00000160055,Stim8hr,0.9437,-0.6106,-0.4691,-1.1201,0.5829,1.5543,1.0747,1.8343,2.0435,2.0435,Effector_vs_Treg,→Effector,boost-immunity,4,-2.59,129
L2HGDH,ENSG00000087299,Stim8hr,0.6573,-1.056,-0.091,-0.1547,0.1031,1.7133,-0.0086,2.0421,0.0236,2.0421,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-13.4179,112
PCNX3,ENSG00000197136,Rest,0.5012,-0.5646,0.478,-0.663,0.0876,1.0658,0.8012,1.4542,2.0418,2.0418,Effector_vs_Treg,→Effector,boost-immunity,1,-6.8093,66
ATP5F1A,ENSG00000152234,Stim48hr,-0.3984,-0.577,-0.683,0.6666,-1.3816,0.1786,-1.2194,0.1862,-2.0417,2.0417,Effector_vs_Treg,→Treg,suppress-inflammation,3,-14.6642,1020
ATP2B4,ENSG00000058668,Stim48hr,-0.4758,0.8496,0.1972,0.4012,0.5861,-1.3254,-0.2109,-2.0416,-0.2932,2.0416,Th1_vs_Th2,→Th2,skew-Th2,0,-8.8464,1
MIA2,ENSG00000150527,Stim48hr,-0.0879,-1.5189,-0.6706,-1.114,-1.0541,1.431,0.3549,2.0414,0.6877,2.0414,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),5,-12.6606,1565
PATJ,ENSG00000132849,Stim8hr,0.6508,0.1629,-0.2504,1.3036,-0.381,0.4879,-1.1158,0.4414,-2.0409,2.0409,Effector_vs_Treg,→Treg,suppress-inflammation,1,-5.2812,23
LYAR,ENSG00000145220,Stim8hr,0.4273,-0.2399,-0.525,-1.1858,-0.3797,0.6672,1.0733,0.6756,2.0407,2.0407,Effector_vs_Treg,→Effector,boost-immunity,0,-12.9255,0
SMURF1,ENSG00000198742,Stim48hr,0.2963,0.3238,0.0314,-0.9178,0.5576,-0.0274,1.1349,-0.1189,2.0402,2.0402,Effector_vs_Treg,→Effector,boost-immunity,0,-8.5512,0
PGP,ENSG00000184207,Stim8hr,-0.813,-1.0461,-0.3359,-1.8041,0.1801,0.2331,1.0724,0.1086,2.0392,2.0392,Effector_vs_Treg,→Effector,boost-immunity,0,-27.6607,1
COG7,ENSG00000168434,Stim48hr,-0.068,-0.307,0.1765,-1.2004,0.4574,0.239,1.1343,0.2758,2.0391,2.0391,Effector_vs_Treg,→Effector,boost-immunity,0,-7.3417,4
KDM3B,ENSG00000120733,Rest,-0.8346,-1.0531,0.0679,0.226,0.0409,0.2186,-0.8326,0.2967,-2.0387,2.0387,Effector_vs_Treg,→Treg,suppress-inflammation,0,-13.8664,86
GPR15,ENSG00000154165,Stim8hr,0.8909,-0.8196,-0.2793,1.0068,0.6554,1.7105,-1.0761,2.0384,-1.9669,2.0384,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),3,-11.656,320
KCTD15,ENSG00000153885,Stim8hr,-0.6436,0.7669,-0.6285,-0.6136,-0.1317,-1.4104,0.4452,-2.0382,0.8696,2.0382,Th1_vs_Th2,→Th2,skew-Th2,1,-4.5545,3
USP18,ENSG00000184979,Rest,0.8476,-0.6454,-0.2431,-0.3956,-0.0613,1.4929,0.3819,2.0377,0.9946,2.0377,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-9.1633,20
SEC24B,ENSG00000138802,Stim48hr,-0.9797,0.3426,-0.055,-0.8443,-0.3457,-1.3223,0.6137,-2.0369,1.1364,2.0369,Th1_vs_Th2,→Th2,skew-Th2,0,-14.7543,0
FUCA2,ENSG00000001036,Stim48hr,0.8141,-0.6134,-0.2439,0.2373,0.485,1.4275,-0.2517,2.0362,-0.364,2.0362,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-9.3978,0
TUFM,ENSG00000178952,Stim8hr,1.1871,-0.5215,1.7118,0.2496,1.286,1.7086,0.5429,2.0359,1.0518,2.0359,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),7,-22.3668,651
TIMM8A,ENSG00000126953,Stim48hr,-0.2567,-0.614,0.6205,-1.2156,0.5559,0.3573,1.1322,0.451,2.0354,2.0354,Effector_vs_Treg,→Effector,boost-immunity,0,-11.3827,4
TM9SF3,ENSG00000077147,Stim8hr,-1.0964,-0.764,-0.8994,0.1926,-0.7504,-0.3324,-1.1125,-0.6302,-2.0347,2.0347,Effector_vs_Treg,→Treg,suppress-inflammation,1,-23.2413,50
BRAT1,ENSG00000106009,Stim48hr,-0.5512,0.1991,-0.4026,0.9637,0.148,-0.7503,-1.2152,-1.1897,-2.0346,2.0346,Effector_vs_Treg,→Treg,suppress-inflammation,2,-8.4946,143
PSMB8,ENSG00000204264,Stim8hr,0.1709,0.1281,-0.1489,-1.0194,-0.5473,0.0428,1.0695,-0.1401,2.0337,2.0337,Effector_vs_Treg,→Effector,boost-immunity,0,-29.7175,40
FANCD2,ENSG00000144554,Rest,-0.4793,1.0079,-0.1601,0.2327,-0.0756,-1.4872,-0.1099,-2.0336,-0.2336,2.0336,Th1_vs_Th2,→Th2,skew-Th2,1,-7.3658,106
AAR2,ENSG00000131043,Rest,-0.4356,1.0516,0.1086,0.7609,-0.0526,-1.4872,-0.5193,-2.0335,-1.2563,2.0335,Th1_vs_Th2,→Th2,skew-Th2,0,-0.6398,36
TAX1BP1,ENSG00000106052,Stim48hr,-0.9764,0.343,-0.1475,-0.5518,-0.8211,-1.3194,0.2915,-2.0327,0.5778,2.0327,Th1_vs_Th2,→Th2,skew-Th2,0,-20.9184,2
FLT1,ENSG00000102755,Stim8hr,-0.2493,-0.9096,-0.3285,-1.5646,0.0649,0.6603,1.0687,0.6666,2.0323,2.0323,Effector_vs_Treg,→Effector,boost-immunity,0,-9.4627,4
PIK3R4,ENSG00000196455,Stim8hr,0.5488,-0.8858,-0.0821,-1.2083,0.209,1.4345,1.0686,1.6779,2.0321,2.0321,Effector_vs_Treg,→Effector,boost-immunity,3,-13.4642,81
LHPP,ENSG00000107902,Stim48hr,0.155,0.0036,-0.1949,1.1999,-0.3649,0.1514,-1.212,0.146,-2.0289,2.0289,Effector_vs_Treg,→Treg,suppress-inflammation,0,-8.4777,5
XRN1,ENSG00000114127,Stim8hr,1.0712,-0.632,-0.0393,-0.3761,0.2724,1.7032,0.5094,2.0289,0.9895,2.0289,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),4,-10.556,447
ALG6,ENSG00000088035,Stim8hr,1.0397,-0.6626,-0.9939,-0.2538,-0.2167,1.7023,0.0482,2.0276,0.1294,2.0276,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),3,-14.3096,259
RAP2B,ENSG00000181467,Stim8hr,-0.2411,0.1134,-1.1469,0.6837,0.2497,-0.3545,-1.1085,-0.659,-2.0273,2.0273,Effector_vs_Treg,→Treg,suppress-inflammation,0,-18.2227,0
RNF24,ENSG00000101236,Stim48hr,0.6696,-0.7518,-0.0341,-0.2146,-0.2447,1.4213,0.1758,2.0271,0.3772,2.0271,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-12.164,2
CLUAP1,ENSG00000103351,Rest,0.2306,-1.0756,-0.2661,-1.1654,0.0804,1.3062,0.795,1.7825,2.0265,2.0265,Effector_vs_Treg,→Effector,boost-immunity,0,-9.6276,0
COA3,ENSG00000183978,Stim48hr,-0.1173,-0.9935,-0.3914,0.7096,-0.9161,0.8762,-1.2103,1.2196,-2.026,2.026,Effector_vs_Treg,→Treg,suppress-inflammation,1,-6.155,533
BTAF1,ENSG00000095564,Stim8hr,0.4934,0.2696,0.1816,1.4223,0.7269,0.2238,-1.1074,0.0964,-2.0253,2.0253,Effector_vs_Treg,→Treg,suppress-inflammation,13,-21.7239,1492
CD55,ENSG00000196352,Stim8hr,-0.0781,-0.6544,-0.8938,0.5653,-0.6134,0.5763,-1.1074,0.5568,-2.0252,2.0252,Effector_vs_Treg,→Treg,suppress-inflammation,0,-31.3059,1
DUSP23,ENSG00000158716,Stim8hr,0.2068,-0.2864,-1.3608,0.6271,-0.7123,0.4932,-1.1072,0.4482,-2.0249,2.0249,Effector_vs_Treg,→Treg,suppress-inflammation,1,-10.8645,2
IFI6,ENSG00000126709,Stim8hr,0.473,-0.3412,-1.391,0.6873,-0.2727,0.8143,-1.1071,0.8677,-2.0246,2.0246,Effector_vs_Treg,→Treg,suppress-inflammation,0,-17.1723,8
TRIM33,ENSG00000197323,Stim8hr,0.8756,-0.8237,-0.7069,-0.3013,-0.538,1.6993,0.083,2.0237,0.1943,2.0237,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-15.3674,45
PARS2,ENSG00000162396,Stim8hr,0.9634,-0.7358,0.4948,-0.3857,0.5733,1.6992,0.6265,2.0236,1.2077,2.0236,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),5,-4.4792,650
SDHAF1,ENSG00000205138,Stim48hr,-0.398,0.9152,0.0026,0.8268,-0.1776,-1.3132,-0.6535,-2.0236,-1.0606,2.0236,Th1_vs_Th2,→Th2,skew-Th2,0,-11.2573,1
B4GALT7,ENSG00000027847,Rest,-0.7061,0.082,-0.4741,-1.1596,-0.0929,-0.7881,0.7935,-1.0785,2.0226,2.0226,Effector_vs_Treg,→Effector,boost-immunity,0,-9.5472,284
SH2D4A,ENSG00000104611,Stim48hr,0.6311,-0.2158,0.7891,-0.7232,0.2307,0.8469,1.1247,1.1762,2.0225,2.0225,Effector_vs_Treg,→Effector,boost-immunity,0,-7.9807,9
SYNCRIP,ENSG00000135316,Stim8hr,-0.2053,-0.0606,-0.6169,-1.3577,-0.4017,-0.1447,1.0634,-0.3849,2.0223,2.0223,Effector_vs_Treg,→Effector,boost-immunity,0,-5.5309,13
NT5E,ENSG00000135318,Stim48hr,-0.3861,0.9256,-0.1792,0.1008,-0.092,-1.3117,0.0193,-2.0213,0.1059,2.0213,Th1_vs_Th2,→Th2,skew-Th2,0,-6.4053,0
IMPACT,ENSG00000154059,Stim48hr,-0.9759,-0.223,-0.4034,0.6734,-0.755,-0.7529,-1.2075,-1.1935,-2.0212,2.0212,Effector_vs_Treg,→Treg,suppress-inflammation,0,-9.3722,1
PFAS,ENSG00000178921,Rest,0.5024,-0.7315,0.2246,-0.7938,0.5139,1.2339,0.7923,1.6838,2.0196,2.0196,Effector_vs_Treg,→Effector,boost-immunity,0,-3.3629,156
CSTF2T,ENSG00000177613,Stim8hr,1.0242,-0.0226,0.0813,-0.7008,0.8323,1.0468,1.0617,1.1715,2.0192,2.0192,Effector_vs_Treg,→Effector,boost-immunity,1,-22.5191,3
ZCCHC2,ENSG00000141664,Stim8hr,0.1032,-0.602,-0.7244,0.696,-0.5854,0.7052,-1.1037,0.7253,-2.0183,2.0183,Effector_vs_Treg,→Treg,suppress-inflammation,0,-9.3452,0
ZNF444,ENSG00000167685,Stim8hr,-1.2447,0.1505,-0.1139,-0.1233,-0.3753,-1.3952,-0.2793,-2.0183,-0.4813,2.0183,Th1_vs_Th2,→Th2,skew-Th2,0,-15.0888,12
ERAP2,ENSG00000164308,Rest,-0.5502,-0.1591,-0.1721,0.5306,0.0077,-0.3911,-0.8244,-0.5362,-2.0182,2.0182,Effector_vs_Treg,→Treg,suppress-inflammation,0,-20.6989,4
FBXL3,ENSG00000005812,Stim8hr,0.695,-1.0,-0.5932,-0.1131,0.1266,1.695,-0.1863,2.0181,-0.3078,2.0181,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-20.3992,423
COPS7B,ENSG00000144524,Rest,0.4221,0.0294,-0.8711,0.6844,0.1117,0.3927,-0.8243,0.5346,-2.0181,2.0181,Effector_vs_Treg,→Treg,suppress-inflammation,0,-10.206,4
WAC,ENSG00000095787,Stim48hr,-0.3432,-1.4728,0.1609,-1.6738,0.0306,1.1295,1.1221,1.5949,2.0179,2.0179,Effector_vs_Treg,→Effector,boost-immunity,9,-6.854,1668
PDS5B,ENSG00000083642,Rest,-0.7864,0.6884,-0.271,-0.431,0.0081,-1.4748,0.308,-2.0167,0.81,2.0167,Th1_vs_Th2,→Th2,skew-Th2,0,-14.3118,23
IFNAR1,ENSG00000142166,Stim8hr,-1.2432,0.1504,2.1856,0.3002,0.0791,-1.3936,0.064,-2.0163,0.159,2.0163,Th1_vs_Th2,→Th2,skew-Th2,2,-27.451,56
NDUFA8,ENSG00000119421,Stim8hr,-0.8891,0.504,-0.6712,0.2219,-0.2383,-1.3931,-0.574,-2.0156,-1.0307,2.0156,Th1_vs_Th2,→Th2,skew-Th2,0,-15.7163,16
ACLY,ENSG00000131473,Stim48hr,-2.3744,-1.067,0.0962,-1.4469,0.656,-1.3074,0.3318,-2.015,0.6477,2.015,Th1_vs_Th2,→Th2,skew-Th2,12,-17.329,2431
CLK1,ENSG00000013441,Stim8hr,-1.0652,0.3261,0.1657,-0.4612,0.0346,-1.3913,0.2701,-2.0133,0.5432,2.0133,Th1_vs_Th2,→Th2,skew-Th2,0,-4.8025,1
LSS,ENSG00000160285,Stim48hr,0.7051,-0.7064,-0.6765,-0.2883,-0.7156,1.4115,0.0624,2.0125,0.1806,2.0125,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-4.5299,152
KRBA2,ENSG00000184619,Rest,0.8978,-0.5759,-0.6594,0.435,-0.4114,1.4737,-0.5475,2.0113,-1.3266,2.0113,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),3,-7.7543,751
YTHDF2,ENSG00000198492,Rest,0.7534,-0.7196,-0.0525,-0.0059,1.3509,1.4731,-0.0003,2.0105,0.0399,2.0105,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),3,-26.708,901
THEMIS2,ENSG00000130775,Rest,-0.4533,-0.0439,-0.4216,0.515,-0.6769,-0.4095,-0.8213,-0.5612,-2.0105,2.0105,Effector_vs_Treg,→Treg,suppress-inflammation,0,-17.9654,1
CDKN3,ENSG00000100526,Stim48hr,-0.138,-0.1366,-0.5609,0.9224,-0.0856,-0.0014,-1.2009,-0.0803,-2.0098,2.0098,Effector_vs_Treg,→Treg,suppress-inflammation,0,-18.0364,1
SLAMF7,ENSG00000026751,Rest,0.6451,-0.8265,0.7239,-0.1454,-0.3101,1.4716,0.3263,2.0085,0.8557,2.0085,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-7.2276,44
TASL,ENSG00000120280,Rest,-1.0904,0.3782,0.1922,-0.103,0.0021,-1.4687,-0.0703,-2.0083,-0.1349,2.0083,Th1_vs_Th2,→Th2,skew-Th2,0,-8.1326,3
CCDC136,ENSG00000128596,Stim48hr,0.2167,0.1293,2.5022,-0.1668,0.046,0.0874,1.1162,0.0512,2.0077,2.0077,Effector_vs_Treg,→Effector,boost-immunity,0,-3.228,262
PCYT2,ENSG00000185813,Stim48hr,1.9044,0.4966,0.2733,0.343,0.3669,1.4078,0.5484,2.0071,1.0233,2.0071,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),9,-7.0674,684
RHEBL1,ENSG00000167550,Stim8hr,-0.0136,-0.0992,-0.1736,1.0021,-0.095,0.0857,-1.0976,-0.084,-2.0069,2.0069,Effector_vs_Treg,→Treg,suppress-inflammation,0,-8.412,1
FBXO28,ENSG00000143756,Rest,-0.3224,0.0865,0.2595,-0.7793,-0.2616,-0.4089,0.7872,-0.5605,2.0068,2.0068,Effector_vs_Treg,→Effector,boost-immunity,0,-9.7633,301
VIM,ENSG00000026025,Stim48hr,0.3826,-1.025,0.0291,0.0761,-0.822,1.4076,-0.2806,2.0067,-0.414,2.0067,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-10.0147,29
POC5,ENSG00000152359,Stim48hr,-0.2068,-0.332,-0.3132,-1.3993,0.0124,0.1252,1.1153,0.1072,2.0062,2.0062,Effector_vs_Treg,→Effector,boost-immunity,0,-10.4301,2
NDUFS2,ENSG00000158864,Stim8hr,-1.4786,-0.4282,-0.5564,0.2761,-0.2773,-1.0503,-1.0972,-1.5678,-2.0061,2.0061,Effector_vs_Treg,→Treg,suppress-inflammation,0,-30.9635,1
ARGLU1,ENSG00000134884,Rest,-0.5293,0.9378,-0.34,0.8384,-0.4619,-1.4671,-0.8156,-2.0061,-1.9964,2.0061,Th1_vs_Th2,→Th2,skew-Th2,0,-12.7437,21
FKBP7,ENSG00000079150,Stim8hr,0.7188,-0.9662,-0.582,0.12,-0.4991,1.685,-0.3965,2.0051,-0.6997,2.0051,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-4.8027,0
FBXO38,ENSG00000145868,Stim8hr,1.0909,-0.5936,-0.1346,-0.5147,-0.1981,1.6845,0.6355,2.0044,1.2246,2.0044,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-11.7476,16
C10orf88,ENSG00000119965,Stim8hr,0.8696,-0.6386,-0.6281,-1.1861,0.2107,1.5082,1.0537,1.7741,2.0043,2.0043,Effector_vs_Treg,→Effector,boost-immunity,1,-10.8321,28
TNFRSF10D,ENSG00000173530,Rest,-0.9168,0.5486,0.0921,-0.3867,-0.1477,-1.4654,0.2947,-2.0038,0.7767,2.0038,Th1_vs_Th2,→Th2,skew-Th2,0,-4.4902,5
STK19,ENSG00000204344,Rest,-0.8088,0.0462,0.0322,-1.0287,-0.4529,-0.855,0.7852,-1.1699,2.002,2.002,Effector_vs_Treg,→Effector,boost-immunity,1,-4.375,705
BRD2,ENSG00000204256,Stim48hr,0.766,-0.6381,0.2241,0.0827,0.403,1.4041,0.0347,2.0016,0.1325,2.0016,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-7.1499,12
